;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;janela_rsi;ordem
0;50;2;3;3;6;0,01;0,06;CSCO;Media dos resultados por ativo;10,804383786497572;0,5981926519012546;-23,827038439597725;25,0;35;3
0;50;2;3;4;6;0,01;0,05;BEN;Media dos resultados por ativo;16,57947875434944;1,3812092363669262;-9,644376690933171;20,5;21;3
0;60;2;3;3;6;0,02;0,05;MSFT;Media dos resultados por ativo;13,01076435434828;0,9460948773218544;-13,912633908068168;29,0;42;3
0;80;2;3;3;6;0,01;0,05;BAC;Media dos resultados por ativo;11,445991561115097;1,035935563372626;-7,211008421670351;19,0;28;3
0;90;2;3;3;6;0,01;0,05;PHM;Media dos resultados por ativo;16,193151075154688;0,8950806366445963;-16,657610176198666;34,0;42;3
0;50;2;3;3;6;0,02;0,06;CL;Media dos resultados por ativo;10,572909028666476;0,8341386159985079;-14,111432001775391;24,5;49;3
0;70;2;3;4;6;0,01;0,05;MAR;Media dos resultados por ativo;7,144812845321669;0,5109918631315201;-11,98613370760896;29,0;42;3
0;70;2;3;3;6;0,01;0,06;COF;Media dos resultados por ativo;10,728675137426588;0,5050353078415221;-15,602723368285917;30,5;42;3
0;50;2;3;4;6;0,03;0,06;YUM;Media dos resultados por ativo;6,251350265507771;0,3937383602992154;-15,921539623660458;21,0;42;3
0;50;2;3;3;6;0,01;0,05;DHR;Media dos resultados por ativo;1,1020462622547855;0,1205811603770332;-19,25951535529964;22,5;28;3
0;50;2;3;4;6;0,02;0,05;COST;Media dos resultados por ativo;6,041114723945151;0,4050931615284815;-15,85523208125728;26,5;49;3
0;50;2;3;4;6;0,01;0,06;HAS;Media dos resultados por ativo;12,560982901121776;0,8432477459583165;-11,697466212122492;22,5;21;3
0;100;2;3;4;6;0,01;0,05;HSY;Media dos resultados por ativo;6,71014935333013;0,7328435280152986;-7,610173622813116;18,0;28;3
0;50;2;3;3;6;0,01;0,05;PFE;Media dos resultados por ativo;15,432965442592527;0,9972620774499102;-16,020768590191558;32,5;49;3
0;50;2;3;4;6;0,01;0,05;K;Media dos resultados por ativo;-0,1980620994842141;-0,0168316300303819;-19,60897631802517;27,0;42;3
0;50;2;3;3;6;0,03;0,05;MMM;Media dos resultados por ativo;2,123133489739948;0,1485391641644211;-20,159078679771767;25,0;49;3
0;50;2;3;3;6;0,01;0,05;HES;Media dos resultados por ativo;8,636433163254376;0,5209855430182433;-17,907888312275993;29,5;49;3
0;80;2;3;3;6;0,01;0,05;ED;Media dos resultados por ativo;5,381769259449943;0,5117524321358885;-8,979932194283819;22,5;42;3
0;50;2;3;4;6;0,01;0,05;BSX;Media dos resultados por ativo;9,630077430877105;0,6640591514945992;-14,47545192547074;31,0;35;3
0;50;2;3;3;6;0,01;0,05;ORCL;Media dos resultados por ativo;15,300578790083884;0,8031277291327786;-18,17501273577681;34,5;49;3
0;50;2;3;3;6;0,01;0,05;CI;Media dos resultados por ativo;13,653330713608248;0,8518952756156526;-12,919221643379714;30,5;49;3
0;80;2;3;3;6;0,01;0,06;PNC;Media dos resultados por ativo;7,500691082358712;0,5373952771110939;-13,551674494293032;28,0;42;3
0;60;2;3;3;6;0,02;0,05;CVS;Media dos resultados por ativo;5,133757647554482;0,421326597825656;-21,868208910874632;27,5;42;3
0;50;2;3;3;6;0,02;0,05;MCO;Media dos resultados por ativo;10,21431132377867;0,856832196050153;-9,85866128717695;25,0;35;3
0;60;2;3;3;6;0,01;0,05;BA;Media dos resultados por ativo;16,14504891856332;1,0537983167343123;-10,078537750426204;29,0;42;3
0;50;2;3;3;6;0,01;0,05;FDX;Media dos resultados por ativo;14,38419469187967;0,9607408611092892;-8,494635269991551;22,5;28;3
0;50;2;3;3;6;0,01;0,05;GE;Media dos resultados por ativo;3,7771986883274433;0,3275435250046931;-16,384932201998925;30,0;28;3
0;100;2;3;3;6;0,01;0,06;WY;Media dos resultados por ativo;5,744584825968346;0,5181086756170392;-16,154918770182107;23,5;42;3
